subject_1,subject_2,number_students,PPE_TakingSubj2,PPE_NOTTakingSubj2,Performance_Diff
Punjabi,Arabic,0,NA,50.53,NA
Punjabi,Art & Design,7,47.81,49.14,-1.33
Punjabi,Art & Design (3d Studies),0,NA,47.24,NA
Punjabi,Art & Design (Critical Studies),0,NA,50.87,NA
Punjabi,Art & Design (Fine Art),5,30.97,52.5,-21.53
Punjabi,Art & Design (Graphics),6,43.73,55.16,-11.43
Punjabi,Art & Design (Photography),11,35.28,51.93,-16.65
Punjabi,Art & Design (Textiles),22,54.06,51.97,2.09
Punjabi,Bengali,0,NA,53.47,NA
Punjabi,Biology,179,52.59,46.63,5.96
Punjabi,Business  Studies:Single,78,41.93,48.17,-6.24
Punjabi,Chemistry,152,51.4,45.52,5.88
Punjabi,Chinese,0,NA,56,NA
Punjabi,Classical Civilisation,0,NA,52.17,NA
Punjabi,Classical Greek,0,NA,53.23,NA
Punjabi,Computer Studies/Computing,54,51.26,55.4,-4.14
Punjabi,D&T Engineering,0,NA,48.31,NA
Punjabi,D&T Product Design,45,43.12,50.68,-7.56
Punjabi,D&T Textiles Technology,0,NA,56.08,NA
Punjabi,Dance,0,NA,50.97,NA
Punjabi,Design & Technology,0,NA,48.12,NA
Punjabi,Drama & Theatre Studies,0,NA,51.84,NA
Punjabi,Economics,37,54.07,51.24,2.83
Punjabi,Electronics,0,NA,50.53,NA
Punjabi,English Language,23,51.89,46.37,5.52
Punjabi,English Language & Literature,8,60.04,51.27,8.77
Punjabi,English Literature,25,45.56,54.74,-9.18
Punjabi,Environmental Science,0,NA,47.23,NA
Punjabi,Film Studies,0,NA,54.45,NA
Punjabi,French,0,NA,53.41,NA
Punjabi,Geography,50,53.04,52.91,0.13
Punjabi,Geology,0,NA,48.79,NA
Punjabi,German,0,NA,52.66,NA
Punjabi,Government & Politics,23,61.28,55.76,5.52
Punjabi,Gujarati,0,NA,47.36,NA
Punjabi,History,56,47.67,49.1,-1.43
Punjabi,History of Art,0,NA,53.09,NA
Punjabi,Home Economics: Food,0,NA,51.99,NA
Punjabi,Information & Communications Technology,0,NA,53.81,NA
Punjabi,Irish,0,NA,53.69,NA
Punjabi,Italian,43,51.05,50.67,0.38
Punjabi,Japanese,0,NA,48.58,NA
Punjabi,Latin,0,NA,51.73,NA
Punjabi,Law,26,48.6,55.18,-6.58
Punjabi,Logic/ Philosophy,0,NA,51.3,NA
Punjabi,Mathematics,205,54.3,52.64,1.66
Punjabi,Mathematics (Further),28,53.72,55.09,-1.37
Punjabi,Mathematics (Statistics),0,NA,48.8,NA
Punjabi,Media/Film/Tv Studies,0,NA,54.41,NA
Punjabi,Modern Greek,0,NA,52.46,NA
Punjabi,Modern Hebrew,0,NA,48.16,NA
Punjabi,Music,0,NA,48.92,NA
Punjabi,Music Technology,0,NA,54.24,NA
Punjabi,Other Classical Languages,0,NA,50.49,NA
Punjabi,Persian,0,NA,46.73,NA
Punjabi,Physical Education/Sports Studies,0,NA,47.43,NA
Punjabi,Physics,79,55.34,54.77,0.57
Punjabi,Polish,0,NA,47.92,NA
Punjabi,Portuguese,0,NA,52.06,NA
Punjabi,Psychology,170,54.19,50.81,3.38
Punjabi,Religious Studies,20,42.01,46.8,-4.79
Punjabi,Russian,0,NA,47.03,NA
Punjabi,Sociology,75,46.65,49.15,-2.5
Punjabi,Spanish,0,NA,49.4,NA
Punjabi,Turkish,0,NA,48.78,NA
Punjabi,Urdu,0,NA,55.94,NA
Religious Studies,Accounting/Finance,62,35.7,40.53,-4.83
Religious Studies,Ancient History,268,34.49,33.9,0.59
Religious Studies,Arabic,54,34.86,36.53,-1.67
Religious Studies,Art & Design,1065,35.95,35.11,0.84
Religious Studies,Art & Design (3d Studies),97,29.06,35.74,-6.68
Religious Studies,Art & Design (Critical Studies),29,40.97,38.64,2.33
Religious Studies,Art & Design (Fine Art),3080,39.01,38.86,0.15
Religious Studies,Art & Design (Graphics),371,31.64,36.49,-4.85
Religious Studies,Art & Design (Photography),1153,25.15,32.21,-7.06
Religious Studies,Art & Design (Textiles),486,30.38,34.72,-4.34
Religious Studies,Bengali,5,27.47,33.13,-5.66
Religious Studies,Biology,7192,38.87,34.92,3.95
Religious Studies,Business  Studies:Single,5457,30.96,34.14,-3.18
Religious Studies,Chemistry,4177,39.57,34.01,5.56
Religious Studies,Chinese,80,41.96,36.07,5.89
Religious Studies,Classical Civilisation,1901,41.02,37.77,3.25
Religious Studies,Classical Greek,96,51.7,35.04,16.66
Religious Studies,Computer Studies/Computing,734,35.21,36.1,-0.89
Religious Studies,D&T Engineering,3,6.23,31.9,-25.67
Religious Studies,D&T Product Design,657,34.16,38.86,-4.7
Religious Studies,D&T Textiles Technology,118,31.45,38.37,-6.92
Religious Studies,Dance,77,27.95,31.62,-3.67
Religious Studies,Design & Technology,0,NA,30.75,NA
Religious Studies,Drama & Theatre Studies,2490,33.11,31.23,1.88
Religious Studies,Economics,5641,39.83,34.08,5.75
Religious Studies,Electronics,7,48.93,34.59,14.34
Religious Studies,English Language,3651,36.36,38.57,-2.21
Religious Studies,English Language & Literature,2070,30.2,32.42,-2.22
Religious Studies,English Literature,19429,35.72,30.59,5.13
Religious Studies,Environmental Science,130,37.12,39.88,-2.76
Religious Studies,Film Studies,1194,31.67,37.43,-5.76
Religious Studies,French,1867,41.68,34.92,6.76
Religious Studies,Geography,5746,34.42,33.28,1.14
Religious Studies,Geology,61,36.91,31.57,5.34
Religious Studies,German,528,41.47,34.59,6.88
Religious Studies,Government & Politics,8972,34.01,31.02,2.99
Religious Studies,Gujarati,0,NA,31.96,NA
Religious Studies,History,17677,43.55,39.12,4.43
Religious Studies,History of Art,526,39.54,32.54,7
Religious Studies,Home Economics: Food,0,NA,31.84,NA
Religious Studies,Information & Communications Technology,0,NA,32.67,NA
Religious Studies,Irish,0,NA,37.64,NA
Religious Studies,Italian,164,39.78,39.92,-0.14
Religious Studies,Japanese,29,37.15,34.81,2.34
Religious Studies,Latin,443,49.35,36.2,13.15
Religious Studies,Law,2657,29.53,34.36,-4.83
Religious Studies,Logic/ Philosophy,286,31.89,32.08,-0.19
Religious Studies,Mathematics,7373,38.44,31.63,6.81
Religious Studies,Mathematics (Further),807,42.81,33.23,9.58
Religious Studies,Mathematics (Statistics),35,27.81,33.48,-5.67
Religious Studies,Media/Film/Tv Studies,1928,27.6,35.38,-7.78
Religious Studies,Modern Greek,51,41.92,33.83,8.09
Religious Studies,Modern Hebrew,19,27.28,35.44,-8.16
Religious Studies,Music,1025,41.5,37.77,3.73
Religious Studies,Music Technology,183,38.13,35.72,2.41
Religious Studies,Other Classical Languages,6,44.58,40.24,4.34
Religious Studies,Persian,11,33.92,34.58,-0.66
Religious Studies,Physical Education/Sports Studies,959,33.87,36.69,-2.82
Religious Studies,Physics,1448,40.11,36.16,3.95
Religious Studies,Polish,154,35.16,33.41,1.75
Religious Studies,Portuguese,26,30.94,34.6,-3.66
Religious Studies,Psychology,18637,34.13,34.57,-0.44
Religious Studies,Punjabi,16,28.34,30.67,-2.33
Religious Studies,Russian,90,45.6,40.59,5.01
Religious Studies,Sociology,14771,35.7,40.61,-4.91
Religious Studies,Spanish,1675,36.76,30.86,5.9
Religious Studies,Turkish,38,33.43,34.81,-1.38
Religious Studies,Urdu,9,28.76,39.42,-10.66
Russian,Accounting/Finance,0,NA,51.74,NA
Russian,Ancient History,8,60.51,57.13,3.38
Russian,Arabic,0,NA,52.17,NA
Russian,Art & Design,238,50.5,52.51,-2.01
Russian,Art & Design (3d Studies),15,53.72,55.35,-1.63
Russian,Art & Design (Critical Studies),0,NA,60.45,NA
Russian,Art & Design (Fine Art),429,61.82,61.32,0.5
Russian,Art & Design (Graphics),63,56.34,54.19,2.15
Russian,Art & Design (Photography),211,55.87,55.83,0.04
Russian,Art & Design (Textiles),69,60.28,60.24,0.04
Russian,Bengali,0,NA,55.23,NA
Russian,Biology,668,51.94,51.73,0.21
Russian,Business  Studies:Single,654,58.21,58.93,-0.72
Russian,Chemistry,752,57.91,56.92,0.99
Russian,Chinese,47,55.44,53.72,1.72
Russian,Classical Civilisation,31,54.07,53.2,0.87
Russian,Classical Greek,32,64.62,61.23,3.39
Russian,Computer Studies/Computing,437,56.12,55.09,1.03
Russian,D&T Engineering,0,NA,52.06,NA
Russian,D&T Product Design,142,58.44,57.27,1.17
Russian,D&T Textiles Technology,8,59.84,56.46,3.38
Russian,Dance,0,NA,61.16,NA
Russian,Design & Technology,0,NA,59.87,NA
Russian,Drama & Theatre Studies,173,60.51,58.44,2.07
Russian,Economics,1479,57.28,56.14,1.14
Russian,Electronics,7,49.83,56.47,-6.64
Russian,English Language,93,53.57,53.53,0.04
Russian,English Language & Literature,44,49.23,52.55,-3.32
Russian,English Literature,555,59.29,59.1,0.19
Russian,Environmental Science,4,22.78,59.45,-36.67
Russian,Film Studies,89,55.13,58.47,-3.34
Russian,French,308,60.41,58.75,1.66
Russian,Geography,274,58.39,60.38,-1.99
Russian,Geology,0,NA,52.88,NA
Russian,German,205,61.77,59.87,1.9
Russian,Government & Politics,531,57.82,58.75,-0.93
Russian,Gujarati,0,NA,55.26,NA
Russian,History,862,60.76,60.23,0.53
Russian,History of Art,85,59.44,58.78,0.66
Russian,Home Economics: Food,0,NA,52.39,NA
Russian,Information & Communications Technology,0,NA,60.18,NA
Russian,Irish,0,NA,58.88,NA
Russian,Italian,15,54.96,56.59,-1.63
Russian,Japanese,0,NA,54.38,NA
Russian,Latin,103,56.89,54.24,2.65
Russian,Law,61,52.53,52.91,-0.38
Russian,Logic/ Philosophy,93,58.21,58.17,0.04
Russian,Mathematics,2790,62.31,60.35,1.96
Russian,Mathematics (Further),581,62.72,60.53,2.19
Russian,Mathematics (Statistics),8,62.41,59.03,3.38
Russian,Media/Film/Tv Studies,107,53.59,51.61,1.98
Russian,Modern Greek,0,NA,60.73,NA
Russian,Modern Hebrew,8,63.08,59.7,3.38
Russian,Music,92,58.45,57.56,0.89
Russian,Music Technology,78,53.99,52.6,1.39
Russian,Other Classical Languages,0,NA,58.93,NA
Russian,Persian,0,NA,55.51,NA
Russian,Physical Education/Sports Studies,62,57.96,57.08,0.88
Russian,Physics,783,53.79,52.91,0.88
Russian,Polish,45,54.07,55.71,-1.64
Russian,Portuguese,8,61.25,57.87,3.38
Russian,Psychology,816,56.75,57.77,-1.02
Russian,Punjabi,0,NA,61.5,NA
Russian,Religious Studies,116,57.45,56.73,0.72
Russian,Sociology,345,55.64,56.9,-1.26
Russian,Spanish,263,53.91,53.15,0.76
Russian,Turkish,8,64.07,60.69,3.38
Russian,Urdu,0,NA,54.92,NA
Sociology,Accounting/Finance,427,30.52,33.51,-2.99
Sociology,Ancient History,439,36.24,33.46,2.78
Sociology,Arabic,138,27.98,30.33,-2.35
Sociology,Art & Design,2789,31.1,33.22,-2.12
Sociology,Art & Design (3d Studies),437,30.02,32.79,-2.77
Sociology,Art & Design (Critical Studies),47,33.76,28.47,5.29
Sociology,Art & Design (Fine Art),6365,28.41,28.77,-0.36
Sociology,Art & Design (Graphics),1759,28.84,31.16,-2.32
Sociology,Art & Design (Photography),5005,29.43,34.23,-4.8
Sociology,Art & Design (Textiles),1954,31.86,32.86,-1
Sociology,Bengali,11,34.14,32.6,1.54
Sociology,Biology,16592,43.12,36.87,6.25
Sociology,Business  Studies:Single,26167,32.19,33.25,-1.06
Sociology,Chemistry,5168,38.6,32.33,6.27
Sociology,Chinese,158,35.89,33.82,2.07
Sociology,Classical Civilisation,1878,36.37,34.24,2.13
Sociology,Classical Greek,0,NA,32.78,NA
Sociology,Computer Studies/Computing,1761,29.89,30.9,-1.01
Sociology,D&T Engineering,15,31.03,34.49,-3.46
Sociology,D&T Product Design,1549,34.33,37.68,-3.35
Sociology,D&T Textiles Technology,356,31.63,31.06,0.57
Sociology,Dance,684,40.14,37.77,2.37
Sociology,Design & Technology,0,NA,37.42,NA
Sociology,Drama & Theatre Studies,4689,32.73,31.1,1.63
Sociology,Economics,12174,31.87,28.57,3.3
Sociology,Electronics,43,29,34.68,-5.68
Sociology,English Language,14408,31.9,31.05,0.85
Sociology,English Language & Literature,7862,38.14,36.56,1.58
Sociology,English Literature,33998,33.97,28.91,5.06
Sociology,Environmental Science,554,33.26,33.48,-0.22
Sociology,Film Studies,5422,34.87,36.73,-1.86
Sociology,French,2217,38.1,33.78,4.32
Sociology,Geography,15910,39.42,36.1,3.32
Sociology,Geology,78,34.38,32.12,2.26
Sociology,German,587,33.44,28.46,4.98
Sociology,Government & Politics,17683,40.17,36.23,3.94
Sociology,Gujarati,0,NA,32.91,NA
Sociology,History,31255,36.04,31.43,4.61
Sociology,History of Art,203,41.75,33.69,8.06
Sociology,Home Economics: Food,0,NA,32.5,NA
Sociology,Information & Communications Technology,0,NA,29.91,NA
Sociology,Irish,0,NA,35.97,NA
Sociology,Italian,248,35.64,38.26,-2.62
Sociology,Japanese,20,43.14,29.93,13.21
Sociology,Latin,21,45.21,28.66,16.55
Sociology,Law,15437,35.58,36.13,-0.55
Sociology,Logic/ Philosophy,2460,31.27,29.15,2.12
Sociology,Mathematics,9262,40.43,34.85,5.58
Sociology,Mathematics (Further),281,44.18,32.74,11.44
Sociology,Mathematics (Statistics),206,35.18,34.31,0.87
Sociology,Media/Film/Tv Studies,13047,32.05,34.4,-2.35
Sociology,Modern Greek,51,28.59,31.05,-2.46
Sociology,Modern Hebrew,26,41.46,29.91,11.55
Sociology,Music,862,32.26,29.58,2.68
Sociology,Music Technology,384,38.12,36.79,1.33
Sociology,Other Classical Languages,0,NA,36.99,NA
Sociology,Persian,52,30.43,31.89,-1.46
Sociology,Physical Education/Sports Studies,4237,32.07,32.33,-0.26
Sociology,Physics,938,32.25,29.19,3.06
Sociology,Polish,561,34.39,37.01,-2.62
Sociology,Portuguese,161,32.43,34.27,-1.84
Sociology,Psychology,71715,39.52,36.83,2.69
Sociology,Punjabi,55,33.67,38.04,-4.37
Sociology,Religious Studies,15426,34.16,31.02,3.14
Sociology,Russian,233,29.46,32.26,-2.8
Sociology,Spanish,3011,40.51,38.02,2.49
Sociology,Turkish,201,30.13,30.77,-0.64
Sociology,Urdu,79,35.14,32.88,2.26
Spanish,Accounting/Finance,110,38.91,39.9,-0.99
Spanish,Ancient History,79,44.61,43.24,1.37
Spanish,Arabic,20,50.37,43.1,7.27
Spanish,Art & Design,674,39.87,41.7,-1.83
Spanish,Art & Design (3d Studies),50,31.49,40.91,-9.42
Spanish,Art & Design (Critical Studies),11,34.34,38.75,-4.41
Spanish,Art & Design (Fine Art),1713,34.64,35.88,-1.24
Spanish,Art & Design (Graphics),328,37.67,40.72,-3.05
Spanish,Art & Design (Photography),648,27.91,34.97,-7.06
Spanish,Art & Design (Textiles),353,30.2,36.98,-6.78
Spanish,Bengali,5,27.37,36.78,-9.41
Spanish,Biology,7066,44.42,41.24,3.18
Spanish,Business  Studies:Single,3578,36.46,40.7,-4.24
Spanish,Chemistry,5167,42.87,37.02,5.85
Spanish,Chinese,106,49.79,42.3,7.49
Spanish,Classical Civilisation,593,37.58,34.47,3.11
Spanish,Classical Greek,66,56.04,42.1,13.94
Spanish,Computer Studies/Computing,1011,41.54,41.66,-0.12
Spanish,D&T Engineering,8,64.7,44.1,20.6
Spanish,D&T Product Design,465,41.68,43.83,-2.15
Spanish,D&T Textiles Technology,76,38.12,39.07,-0.95
Spanish,Dance,53,29.21,35.63,-6.42
Spanish,Design & Technology,0,NA,35.96,NA
Spanish,Drama & Theatre Studies,989,38.87,39.4,-0.53
Spanish,Economics,4788,37.81,34.78,3.03
Spanish,Electronics,12,35.69,35.1,0.59
Spanish,English Language,1562,38.28,41.15,-2.87
Spanish,English Language & Literature,746,34.94,38.33,-3.39
Spanish,English Literature,7246,46.21,43.87,2.34
Spanish,Environmental Science,135,38.18,43.02,-4.84
Spanish,Film Studies,575,32.34,36.46,-4.12
Spanish,French,4559,47.31,39.68,7.63
Spanish,Geography,3464,42.99,44.18,-1.19
Spanish,Geology,30,35.15,34.56,0.59
Spanish,German,519,46.02,37.81,8.21
Spanish,Government & Politics,2845,40.11,37.33,2.78
Spanish,Gujarati,0,NA,38.9,NA
Spanish,History,6842,37.91,35.26,2.65
Spanish,History of Art,156,54.11,43.95,10.16
Spanish,Home Economics: Food,0,NA,40.48,NA
Spanish,Information & Communications Technology,0,NA,36.47,NA
Spanish,Irish,0,NA,35.62,NA
Spanish,Italian,558,42.97,41.27,1.7
Spanish,Japanese,31,55.09,36.98,18.11
Spanish,Latin,427,53.36,43.49,9.87
Spanish,Law,1110,39.62,44.13,-4.51
Spanish,Logic/ Philosophy,495,36.6,34.77,1.83
Spanish,Mathematics,10565,48.85,42.39,6.46
Spanish,Mathematics (Further),1396,52.04,43.8,8.24
Spanish,Mathematics (Statistics),43,44.38,42.35,2.03
Spanish,Media/Film/Tv Studies,810,28.58,34.72,-6.14
Spanish,Modern Greek,16,32.91,38.99,-6.08
Spanish,Modern Hebrew,0,NA,38.91,NA
Spanish,Music,756,43.59,41.41,2.18
Spanish,Music Technology,119,37,37.41,-0.41
Spanish,Other Classical Languages,0,NA,38.54,NA
Spanish,Persian,7,49.96,39.37,10.59
Spanish,Physical Education/Sports Studies,779,31.11,37.88,-6.77
Spanish,Physics,2483,41.03,38.08,2.95
Spanish,Polish,127,30.89,35.73,-4.84
Spanish,Portuguese,252,33.12,39.65,-6.53
Spanish,Psychology,6945,32.06,35.08,-3.02
Spanish,Punjabi,0,NA,41.82,NA
Spanish,Religious Studies,1651,40.57,39.88,0.69
Spanish,Russian,217,41.17,36.74,4.43
Spanish,Sociology,2866,36.52,42.89,-6.37
Spanish,Turkish,0,NA,39.16,NA
Spanish,Urdu,3,5.86,35.27,-29.41
Turkish,Accounting/Finance,0,NA,48.52,NA
Turkish,Ancient History,0,NA,47.17,NA
Turkish,Arabic,0,NA,45.59,NA
Turkish,Art & Design,59,42.25,43.59,-1.34
Turkish,Art & Design (3d Studies),18,37.86,44.78,-6.92
Turkish,Art & Design (Critical Studies),0,NA,49.84,NA
Turkish,Art & Design (Fine Art),75,38.95,43.47,-4.52
Turkish,Art & Design (Graphics),20,42.62,42.82,-0.2
Turkish,Art & Design (Photography),48,47.72,45.97,1.75
Turkish,Art & Design (Textiles),6,39.16,46.04,-6.88
Turkish,Bengali,0,NA,50.76,NA
Turkish,Biology,410,55.64,49.79,5.85
Turkish,Business  Studies:Single,244,53.01,50.47,2.54
Turkish,Chemistry,349,55.39,49.81,5.58
Turkish,Chinese,0,NA,44.43,NA
Turkish,Classical Civilisation,0,NA,43.22,NA
Turkish,Classical Greek,0,NA,46.89,NA
Turkish,Computer Studies/Computing,159,49.76,47.33,2.43
Turkish,D&T Engineering,3,6.28,43.25,-36.97
Turkish,D&T Product Design,6,35.07,41.95,-6.88
Turkish,D&T Textiles Technology,0,NA,44.28,NA
Turkish,Dance,0,NA,44.54,NA
Turkish,Design & Technology,0,NA,43.82,NA
Turkish,Drama & Theatre Studies,20,49,49.19,-0.19
Turkish,Economics,371,46.63,42.25,4.38
Turkish,Electronics,12,43.35,50.25,-6.9
Turkish,English Language,33,47.87,48.74,-0.87
Turkish,English Language & Literature,28,54.87,51.69,3.18
Turkish,English Literature,205,55.48,48.96,6.52
Turkish,Environmental Science,0,NA,50.6,NA
Turkish,Film Studies,18,38.25,45.17,-6.92
Turkish,French,31,62.07,51.31,10.76
Turkish,Geography,89,52.08,50.41,1.67
Turkish,Geology,0,NA,45.73,NA
Turkish,German,20,44.16,44.35,-0.19
Turkish,Government & Politics,190,52.47,49.46,3.01
Turkish,Gujarati,0,NA,43.76,NA
Turkish,History,153,50.64,47.77,2.87
Turkish,History of Art,8,56.87,43.69,13.18
Turkish,Home Economics: Food,0,NA,49.45,NA
Turkish,Information & Communications Technology,0,NA,45.04,NA
Turkish,Irish,0,NA,49.82,NA
Turkish,Italian,0,NA,44.11,NA
Turkish,Japanese,0,NA,44.82,NA
Turkish,Latin,0,NA,51.55,NA
Turkish,Law,53,34.77,42.95,-8.18
Turkish,Logic/ Philosophy,8,57.29,44.11,13.18
Turkish,Mathematics,865,54.16,44.01,10.15
Turkish,Mathematics (Further),88,51.58,44.88,6.7
Turkish,Mathematics (Statistics),0,NA,49.23,NA
Turkish,Media/Film/Tv Studies,101,46.58,51.15,-4.57
Turkish,Modern Greek,0,NA,47.57,NA
Turkish,Modern Hebrew,0,NA,50.04,NA
Turkish,Music,21,48.33,45.16,3.17
Turkish,Music Technology,0,NA,48.94,NA
Turkish,Other Classical Languages,0,NA,51.09,NA
Turkish,Persian,0,NA,45.61,NA
Turkish,Physical Education/Sports Studies,6,39.6,46.48,-6.88
Turkish,Physics,235,49.6,45.46,4.14
Turkish,Polish,6,43.42,50.3,-6.88
Turkish,Portuguese,0,NA,43.58,NA
Turkish,Psychology,430,46.33,44.04,2.29
Turkish,Punjabi,0,NA,51.42,NA
Turkish,Religious Studies,43,37.36,42.9,-5.54
Turkish,Russian,6,42.41,49.28,-6.87
Turkish,Sociology,260,50.64,50.56,0.08
Turkish,Spanish,0,NA,42.78,NA
Turkish,Urdu,0,NA,45.95,NA
Urdu,Accounting/Finance,0,NA,53.23,NA
Urdu,Ancient History,0,NA,46.75,NA
Urdu,Arabic,301,45.64,45.47,0.17
Urdu,Art & Design,0,NA,53.63,NA
Urdu,Art & Design (3d Studies),0,NA,53.61,NA
Urdu,Art & Design (Critical Studies),0,NA,51.85,NA
Urdu,Art & Design (Fine Art),14,50.31,49.49,0.82
Urdu,Art & Design (Graphics),0,NA,45.89,NA
Urdu,Art & Design (Photography),7,51.1,50.29,0.81
Urdu,Art & Design (Textiles),2,2.68,52.16,-49.48
Urdu,Bengali,0,NA,51.41,NA
Urdu,Biology,300,54.34,49.82,4.52
Urdu,Business  Studies:Single,30,58.97,53.02,5.95
Urdu,Chemistry,347,49.28,42.39,6.89
Urdu,Chinese,0,NA,52.24,NA
Urdu,Classical Civilisation,0,NA,47.91,NA
Urdu,Classical Greek,0,NA,46.96,NA
Urdu,Computer Studies/Computing,70,50.53,49.67,0.86
Urdu,D&T Engineering,0,NA,44.86,NA
Urdu,D&T Product Design,8,61.91,51.03,10.88
Urdu,D&T Textiles Technology,0,NA,45.62,NA
Urdu,Dance,0,NA,49.9,NA
Urdu,Design & Technology,0,NA,50.38,NA
Urdu,Drama & Theatre Studies,0,NA,53.72,NA
Urdu,Economics,26,41.14,45.43,-4.29
Urdu,Electronics,0,NA,45.86,NA
Urdu,English Language,76,47.76,47.87,-0.11
Urdu,English Language & Literature,45,51.5,45.48,6.02
Urdu,English Literature,27,45.36,47.09,-1.73
Urdu,Environmental Science,0,NA,48.69,NA
Urdu,Film Studies,0,NA,51.5,NA
Urdu,French,0,NA,49.73,NA
Urdu,Geography,0,NA,50.68,NA
Urdu,Geology,0,NA,45.58,NA
Urdu,German,0,NA,52.06,NA
Urdu,Government & Politics,10,29.65,49.06,-19.41
