"subject_1","Grade_1","subject_2","number_students","PPE_TakingSubj2","PPE_NOTTakingSubj2"
"Mathematics (Further)","B","Chemistry",4279,"z","z"
"Mathematics (Further)","B","Chinese",105,"z","z"
"Mathematics (Further)","B","Classical Civilisation",35,"z","z"
"Mathematics (Further)","B","Classical Greek",14,"z","z"
"Mathematics (Further)","B","Computer Studies/Computing",2936,"z","z"
"Mathematics (Further)","B","D&T Engineering",26,"z","z"
"Mathematics (Further)","B","D&T Product Design",171,"z","z"
"Mathematics (Further)","B","D&T Textiles Technology",2,"z","z"
"Mathematics (Further)","B","Dance",6,"z","z"
"Mathematics (Further)","B","Design & Technology",0,"z","z"
"Mathematics (Further)","B","Drama & Theatre Studies",41,"z","z"
"Mathematics (Further)","B","Economics",2075,"z","z"
"Mathematics (Further)","B","Electronics",45,"z","z"
"Mathematics (Further)","B","English Language",18,"z","z"
"Mathematics (Further)","B","English Language & Literature",10,"z","z"
"Mathematics (Further)","B","English Literature",172,"z","z"
"Mathematics (Further)","B","Environmental Science",1,"z","z"
"Mathematics (Further)","B","Film Studies",6,"z","z"
"Mathematics (Further)","B","French",201,"z","z"
"Mathematics (Further)","B","Geography",292,"z","z"
"Mathematics (Further)","B","Geology",14,"z","z"
"Mathematics (Further)","B","German",127,"z","z"
"Mathematics (Further)","B","Government & Politics",135,"z","z"
"Mathematics (Further)","B","Gujarati",0,"z","z"
"Mathematics (Further)","B","History",441,"z","z"
"Mathematics (Further)","B","History of Art",3,"z","z"
"Mathematics (Further)","B","Home Economics: Food",0,"z","z"
"Mathematics (Further)","B","Information & Communications Technology",0,"z","z"
"Mathematics (Further)","B","Irish",0,"z","z"
"Mathematics (Further)","B","Italian",20,"z","z"
"Mathematics (Further)","B","Japanese",10,"z","z"
"Mathematics (Further)","B","Latin",66,"z","z"
"Mathematics (Further)","B","Law",15,"z","z"
"Mathematics (Further)","B","Logic/ Philosophy",91,"z","z"
"Mathematics (Further)","B","Mathematics",12733,"z","z"
"Mathematics (Further)","B","Mathematics (Statistics)",18,"z","z"
"Mathematics (Further)","B","Media/Film/Tv Studies",4,"z","z"
"Mathematics (Further)","B","Modern Greek",4,"z","z"
"Mathematics (Further)","B","Modern Hebrew",0,"z","z"
"Mathematics (Further)","B","Music",194,"z","z"
"Mathematics (Further)","B","Music Technology",26,"z","z"
"Mathematics (Further)","B","Other Classical Languages",2,"z","z"
"Mathematics (Further)","B","Persian",7,"z","z"
"Mathematics (Further)","B","Physical Education/Sports Studies",45,"z","z"
"Mathematics (Further)","B","Physics",8349,"z","z"
"Mathematics (Further)","B","Polish",16,"z","z"
"Mathematics (Further)","B","Portuguese",5,"z","z"
"Mathematics (Further)","B","Psychology",235,"z","z"
"Mathematics (Further)","B","Punjabi",3,"z","z"
"Mathematics (Further)","B","Religious Studies",100,"z","z"
"Mathematics (Further)","B","Russian",61,"z","z"
"Mathematics (Further)","B","Sociology",25,"z","z"
"Mathematics (Further)","B","Spanish",180,"z","z"
"Mathematics (Further)","B","Turkish",7,"z","z"
"Mathematics (Further)","B","Urdu",0,"z","z"
"Mathematics (Further)","C","Accounting/Finance",29,"z","z"
"Mathematics (Further)","C","Ancient History",8,"z","z"
"Mathematics (Further)","C","Arabic",14,"z","z"
"Mathematics (Further)","C","Art & Design",45,"z","z"
"Mathematics (Further)","C","Art & Design (3d Studies)",21,"z","z"
"Mathematics (Further)","C","Art & Design (Critical Studies)",0,"z","z"
"Mathematics (Further)","C","Art & Design (Fine Art)",157,"z","z"
"Mathematics (Further)","C","Art & Design (Graphics)",19,"z","z"
"Mathematics (Further)","C","Art & Design (Photography)",14,"z","z"
"Mathematics (Further)","C","Art & Design (Textiles)",7,"z","z"
"Mathematics (Further)","C","Bengali",0,"z","z"
"Mathematics (Further)","C","Biology",1286,"z","z"
"Mathematics (Further)","C","Business  Studies:Single",206,"z","z"
"Mathematics (Further)","C","Chemistry",4498,"z","z"
"Mathematics (Further)","C","Chinese",133,"z","z"
"Mathematics (Further)","C","Classical Civilisation",39,"z","z"
"Mathematics (Further)","C","Classical Greek",17,"z","z"
"Mathematics (Further)","C","Computer Studies/Computing",3480,"z","z"
"Mathematics (Further)","C","D&T Engineering",33,"z","z"
"Mathematics (Further)","C","D&T Product Design",208,"z","z"
"Mathematics (Further)","C","D&T Textiles Technology",2,"z","z"
"Mathematics (Further)","C","Dance",6,"z","z"
"Mathematics (Further)","C","Design & Technology",0,"z","z"
"Mathematics (Further)","C","Drama & Theatre Studies",45,"z","z"
"Mathematics (Further)","C","Economics",2449,"z","z"
"Mathematics (Further)","C","Electronics",51,"z","z"
"Mathematics (Further)","C","English Language",19,"z","z"
"Mathematics (Further)","C","English Language & Literature",11,"z","z"
"Mathematics (Further)","C","English Literature",196,"z","z"
"Mathematics (Further)","C","Environmental Science",3,"z","z"
"Mathematics (Further)","C","Film Studies",10,"z","z"
"Mathematics (Further)","C","French",218,"z","z"
"Mathematics (Further)","C","Geography",320,"z","z"
"Mathematics (Further)","C","Geology",18,"z","z"
"Mathematics (Further)","C","German",131,"z","z"
"Mathematics (Further)","C","Government & Politics",153,"z","z"
"Mathematics (Further)","C","Gujarati",0,"z","z"
"Mathematics (Further)","C","History",493,"z","z"
"Mathematics (Further)","C","History of Art",4,"z","z"
"Mathematics (Further)","C","Home Economics: Food",0,"z","z"
"Mathematics (Further)","C","Information & Communications Technology",0,"z","z"
"Mathematics (Further)","C","Irish",0,"z","z"
"Mathematics (Further)","C","Italian",20,"z","z"
"Mathematics (Further)","C","Japanese",12,"z","z"
"Mathematics (Further)","C","Latin",68,"z","z"
"Mathematics (Further)","C","Law",17,"z","z"
"Mathematics (Further)","C","Logic/ Philosophy",100,"z","z"
"Mathematics (Further)","C","Mathematics",14572,"z","z"
"Mathematics (Further)","C","Mathematics (Statistics)",21,"z","z"
"Mathematics (Further)","C","Media/Film/Tv Studies",5,"z","z"
"Mathematics (Further)","C","Modern Greek",5,"z","z"
"Mathematics (Further)","C","Modern Hebrew",0,"z","z"
"Mathematics (Further)","C","Music",203,"z","z"
"Mathematics (Further)","C","Music Technology",30,"z","z"
"Mathematics (Further)","C","Other Classical Languages",2,"z","z"
"Mathematics (Further)","C","Persian",8,"z","z"
"Mathematics (Further)","C","Physical Education/Sports Studies",53,"z","z"
"Mathematics (Further)","C","Physics",9146,"z","z"
"Mathematics (Further)","C","Polish",20,"z","z"
"Mathematics (Further)","C","Portuguese",5,"z","z"
"Mathematics (Further)","C","Psychology",277,"z","z"
"Mathematics (Further)","C","Punjabi",4,"z","z"
"Mathematics (Further)","C","Religious Studies",110,"z","z"
"Mathematics (Further)","C","Russian",68,"z","z"
"Mathematics (Further)","C","Sociology",31,"z","z"
"Mathematics (Further)","C","Spanish",187,"z","z"
"Mathematics (Further)","C","Turkish",8,"z","z"
"Mathematics (Further)","C","Urdu",0,"z","z"
"Mathematics (Further)","D","Accounting/Finance",29,"z","z"
"Mathematics (Further)","D","Ancient History",8,"z","z"
"Mathematics (Further)","D","Arabic",17,"z","z"
"Mathematics (Further)","D","Art & Design",46,"z","z"
"Mathematics (Further)","D","Art & Design (3d Studies)",23,"z","z"
"Mathematics (Further)","D","Art & Design (Critical Studies)",0,"z","z"
"Mathematics (Further)","D","Art & Design (Fine Art)",159,"z","z"
"Mathematics (Further)","D","Art & Design (Graphics)",20,"z","z"
"Mathematics (Further)","D","Art & Design (Photography)",17,"z","z"
"Mathematics (Further)","D","Art & Design (Textiles)",8,"z","z"
"Mathematics (Further)","D","Bengali",0,"z","z"
"Mathematics (Further)","D","Biology",1320,"z","z"
"Mathematics (Further)","D","Business  Studies:Single",247,"z","z"
"Mathematics (Further)","D","Chemistry",4413,"z","z"
"Mathematics (Further)","D","Chinese",155,"z","z"
"Mathematics (Further)","D","Classical Civilisation",38,"z","z"
"Mathematics (Further)","D","Classical Greek",16,"z","z"
"Mathematics (Further)","D","Computer Studies/Computing",3795,"z","z"
"Mathematics (Further)","D","D&T Engineering",33,"z","z"
"Mathematics (Further)","D","D&T Product Design",208,"z","z"
"Mathematics (Further)","D","D&T Textiles Technology",2,"z","z"
"Mathematics (Further)","D","Dance",6,"z","z"
"Mathematics (Further)","D","Design & Technology",0,"z","z"
"Mathematics (Further)","D","Drama & Theatre Studies",55,"z","z"
"Mathematics (Further)","D","Economics",2411,"z","z"
"Mathematics (Further)","D","Electronics",49,"z","z"
"Mathematics (Further)","D","English Language",18,"z","z"
"Mathematics (Further)","D","English Language & Literature",11,"z","z"
"Mathematics (Further)","D","English Literature",197,"z","z"
"Mathematics (Further)","D","Environmental Science",3,"z","z"
"Mathematics (Further)","D","Film Studies",12,"z","z"
"Mathematics (Further)","D","French",215,"z","z"
"Mathematics (Further)","D","Geography",357,"z","z"
"Mathematics (Further)","D","Geology",20,"z","z"
"Mathematics (Further)","D","German",134,"z","z"
"Mathematics (Further)","D","Government & Politics",158,"z","z"
"Mathematics (Further)","D","Gujarati",0,"z","z"
"Mathematics (Further)","D","History",508,"z","z"
"Mathematics (Further)","D","History of Art",4,"z","z"
"Mathematics (Further)","D","Home Economics: Food",0,"z","z"
"Mathematics (Further)","D","Information & Communications Technology",0,"z","z"
"Mathematics (Further)","D","Irish",0,"z","z"
"Mathematics (Further)","D","Italian",20,"z","z"
"Mathematics (Further)","D","Japanese",12,"z","z"
"Mathematics (Further)","D","Latin",70,"z","z"
"Mathematics (Further)","D","Law",23,"z","z"
"Mathematics (Further)","D","Logic/ Philosophy",105,"z","z"
"Mathematics (Further)","D","Mathematics",15467,"z","z"
"Mathematics (Further)","D","Mathematics (Statistics)",23,"z","z"
"Mathematics (Further)","D","Media/Film/Tv Studies",5,"z","z"
"Mathematics (Further)","D","Modern Greek",5,"z","z"
"Mathematics (Further)","D","Modern Hebrew",0,"z","z"
"Mathematics (Further)","D","Music",217,"z","z"
"Mathematics (Further)","D","Music Technology",31,"z","z"
"Mathematics (Further)","D","Other Classical Languages",2,"z","z"
"Mathematics (Further)","D","Persian",8,"z","z"
"Mathematics (Further)","D","Physical Education/Sports Studies",56,"z","z"
"Mathematics (Further)","D","Physics",9792,"z","z"
"Mathematics (Further)","D","Polish",24,"z","z"
"Mathematics (Further)","D","Portuguese",6,"z","z"
"Mathematics (Further)","D","Psychology",320,"z","z"
"Mathematics (Further)","D","Punjabi",4,"z","z"
"Mathematics (Further)","D","Religious Studies",119,"z","z"
"Mathematics (Further)","D","Russian",70,"z","z"
"Mathematics (Further)","D","Sociology",36,"z","z"
"Mathematics (Further)","D","Spanish",198,"z","z"
"Mathematics (Further)","D","Turkish",9,"z","z"
"Mathematics (Further)","D","Urdu",0,"z","z"
"Mathematics (Further)","E","Accounting/Finance",33,"z","z"
"Mathematics (Further)","E","Ancient History",8,"z","z"
"Mathematics (Further)","E","Arabic",15,"z","z"
"Mathematics (Further)","E","Art & Design",49,"z","z"
"Mathematics (Further)","E","Art & Design (3d Studies)",25,"z","z"
"Mathematics (Further)","E","Art & Design (Critical Studies)",0,"z","z"
"Mathematics (Further)","E","Art & Design (Fine Art)",167,"z","z"
"Mathematics (Further)","E","Art & Design (Graphics)",22,"z","z"
"Mathematics (Further)","E","Art & Design (Photography)",20,"z","z"
"Mathematics (Further)","E","Art & Design (Textiles)",10,"z","z"
"Mathematics (Further)","E","Bengali",0,"z","z"
"Mathematics (Further)","E","Biology",1286,"z","z"
"Mathematics (Further)","E","Business  Studies:Single",243,"z","z"
"Mathematics (Further)","E","Chemistry",4812,"z","z"
"Mathematics (Further)","E","Chinese",160,"z","z"
"Mathematics (Further)","E","Classical Civilisation",39,"z","z"
"Mathematics (Further)","E","Classical Greek",18,"z","z"
"Mathematics (Further)","E","Computer Studies/Computing",3909,"z","z"
"Mathematics (Further)","E","D&T Engineering",33,"z","z"
"Mathematics (Further)","E","D&T Product Design",210,"z","z"
"Mathematics (Further)","E","D&T Textiles Technology",3,"z","z"
"Mathematics (Further)","E","Dance",6,"z","z"
"Mathematics (Further)","E","Design & Technology",0,"z","z"
"Mathematics (Further)","E","Drama & Theatre Studies",56,"z","z"
"Mathematics (Further)","E","Economics",2599,"z","z"
"Mathematics (Further)","E","Electronics",51,"z","z"
"Mathematics (Further)","E","English Language",17,"z","z"
"Mathematics (Further)","E","English Language & Literature",11,"z","z"
"Mathematics (Further)","E","English Literature",204,"z","z"
"Mathematics (Further)","E","Environmental Science",3,"z","z"
"Mathematics (Further)","E","Film Studies",13,"z","z"
"Mathematics (Further)","E","French",209,"z","z"
"Mathematics (Further)","E","Geography",368,"z","z"
"Mathematics (Further)","E","Geology",19,"z","z"
"Mathematics (Further)","E","German",131,"z","z"
"Mathematics (Further)","E","Government & Politics",162,"z","z"
"Mathematics (Further)","E","Gujarati",0,"z","z"
"Mathematics (Further)","E","History",524,"z","z"
"Mathematics (Further)","E","History of Art",4,"z","z"
"Mathematics (Further)","E","Home Economics: Food",0,"z","z"
"Mathematics (Further)","E","Information & Communications Technology",0,"z","z"
"Mathematics (Further)","E","Irish",0,"z","z"
"Mathematics (Further)","E","Italian",21,"z","z"
"Mathematics (Further)","E","Japanese",12,"z","z"
"Mathematics (Further)","E","Latin",73,"z","z"
"Mathematics (Further)","E","Law",24,"z","z"
"Mathematics (Further)","E","Logic/ Philosophy",110,"z","z"
"Mathematics (Further)","E","Mathematics",16627,"z","z"
"Mathematics (Further)","E","Mathematics (Statistics)",22,"z","z"
"Mathematics (Further)","E","Media/Film/Tv Studies",5,"z","z"
"Mathematics (Further)","E","Modern Greek",5,"z","z"
"Mathematics (Further)","E","Modern Hebrew",0,"z","z"
"Mathematics (Further)","E","Music",222,"z","z"
"Mathematics (Further)","E","Music Technology",31,"z","z"
"Mathematics (Further)","E","Other Classical Languages",2,"z","z"
"Mathematics (Further)","E","Persian",9,"z","z"
"Mathematics (Further)","E","Physical Education/Sports Studies",56,"z","z"
"Mathematics (Further)","E","Physics",10067,"z","z"
"Mathematics (Further)","E","Polish",24,"z","z"
"Mathematics (Further)","E","Portuguese",8,"z","z"
"Mathematics (Further)","E","Psychology",331,"z","z"
"Mathematics (Further)","E","Punjabi",4,"z","z"
"Mathematics (Further)","E","Religious Studies",131,"z","z"
"Mathematics (Further)","E","Russian",71,"z","z"
"Mathematics (Further)","E","Sociology",40,"z","z"
"Mathematics (Further)","E","Spanish",194,"z","z"
"Mathematics (Further)","E","Turkish",10,"z","z"
"Mathematics (Further)","E","Urdu",0,"z","z"
"Mathematics (Further)","U","Accounting/Finance",33,"z","z"
"Mathematics (Further)","U","Ancient History",8,"z","z"
"Mathematics (Further)","U","Arabic",18,"z","z"
"Mathematics (Further)","U","Art & Design",49,"z","z"
"Mathematics (Further)","U","Art & Design (3d Studies)",27,"z","z"
"Mathematics (Further)","U","Art & Design (Critical Studies)",0,"z","z"
"Mathematics (Further)","U","Art & Design (Fine Art)",166,"z","z"
"Mathematics (Further)","U","Art & Design (Graphics)",23,"z","z"
"Mathematics (Further)","U","Art & Design (Photography)",18,"z","z"
"Mathematics (Further)","U","Art & Design (Textiles)",11,"z","z"
"Mathematics (Further)","U","Bengali",0,"z","z"
"Mathematics (Further)","U","Biology",1375,"z","z"
"Mathematics (Further)","U","Business  Studies:Single",254,"z","z"
"Mathematics (Further)","U","Chemistry",4470,"z","z"
"Mathematics (Further)","U","Chinese",183,"z","z"
"Mathematics (Further)","U","Classical Civilisation",38,"z","z"
"Mathematics (Further)","U","Classical Greek",18,"z","z"
"Mathematics (Further)","U","Computer Studies/Computing",3686,"z","z"
"Mathematics (Further)","U","D&T Engineering",31,"z","z"
"Mathematics (Further)","U","D&T Product Design",228,"z","z"
"Mathematics (Further)","U","D&T Textiles Technology",3,"z","z"
"Mathematics (Further)","U","Dance",6,"z","z"
"Mathematics (Further)","U","Design & Technology",0,"z","z"
"Mathematics (Further)","U","Drama & Theatre Studies",56,"z","z"
"Mathematics (Further)","U","Economics",2552,"z","z"
"Mathematics (Further)","U","Electronics",55,"z","z"
"Mathematics (Further)","U","English Language",19,"z","z"
"Mathematics (Further)","U","English Language & Literature",12,"z","z"
"Mathematics (Further)","U","English Literature",212,"z","z"
"Mathematics (Further)","U","Environmental Science",3,"z","z"
"Mathematics (Further)","U","Film Studies",13,"z","z"
"Mathematics (Further)","U","French",230,"z","z"
"Mathematics (Further)","U","Geography",377,"z","z"
"Mathematics (Further)","U","Geology",20,"z","z"
"Mathematics (Further)","U","German",129,"z","z"
"Mathematics (Further)","U","Government & Politics",161,"z","z"
"Mathematics (Further)","U","Gujarati",0,"z","z"
"Mathematics (Further)","U","History",555,"z","z"
"Mathematics (Further)","U","History of Art",4,"z","z"
"Mathematics (Further)","U","Home Economics: Food",0,"z","z"
"Mathematics (Further)","U","Information & Communications Technology",0,"z","z"
"Mathematics (Further)","U","Irish",0,"z","z"
"Mathematics (Further)","U","Italian",20,"z","z"
"Mathematics (Further)","U","Japanese",12,"z","z"
"Mathematics (Further)","U","Latin",74,"z","z"
"Mathematics (Further)","U","Law",26,"z","z"
"Mathematics (Further)","U","Logic/ Philosophy",112,"z","z"
